Reviews,Ratings
"I am big fan of OnePlus product but I really disappointed after purchase OnePlus TV.

I request to customer please don't waste your money.
I purchased tv and only 20 days main panel of TV failed. Also, OnePlus customer service was third class because I waiting from last 10+ days but still my issue not fixed.

I request for replace new TV because we use TV only 20 days and main panel failed but my request not accepted.",1
Poor quality,1
Tv Remote connectivity is very very bad.,1
Remote Not working so please plz help regarding this,1
Inclusion not good,1
Tv is overall good but installation charges is very high.,1
"Techcian not worthy knowledge person,over attitude",1
Picture clarity very low,1
With in 3 days TV not working as per company service person that Pannel is detective means that Chinese will be Chinese .. don't go with it...,1
"All good about TV , sound and pictures
But installation team is very bad taking too much long time for installation after the product delivered.",1
I am not happy,1
Good quality,1
Poor quality picture don't buy it,1
"This third class product provided. Not working properly and flipkart is also not supporting
Received products since 3 days back and no one came for installation
Flipkart is worst platform
Do not buy product
You will never get installation done on time",1
I have purchase this tv in the month of June and after two month I was showing motherboard issue and display gone. Never purchase OnePlus’s TV,1
Very nice,1
The tv is very slow and does not match upto the expection,1
"Poor customer services from One Plus

It won't connect to internet automatically even though WiFi connected with password or Lan.
Every time it requires to update ""time and date"" manually, then only it TV will connect to internet.
Automatic date and time won't works in this TV.

I have registered a case with OnePlus support but it has been more than 3 month, not received any resolution or any updates

Very much disappointed with experience and services from one of the trusted brand One plus",1
Very bad product. Picture quality is worst. Don't buy it.,1
There is black pach coming in this TV we have done complaint but no resolution after more than a month. All this happened with 6 months not recommended at all beware.,1
"Table top mount screws were missing and now I am not able to install the TV as I want .
Also seeing connectivity issues after a month of usage. Also no Aux connectivity and a lot of videos wont work wih the optical cable.",1
Waste support from flipkart dont trust,1
nice tv,1
"This third class product provided. Not working properly and flipkart is also not supporting
Received products since 3 days back and no one came for installation
Flipkart is worst platform
Do not buy product
You will never get installation done on time",1
I have purchase this tv in the month of June and after two month I was showing motherboard issue and display gone. Never purchase OnePlus’s TV,1
Very nice,1
The tv is very slow and does not match upto the expection,1
"Poor customer services from One Plus

It won't connect to internet automatically even though WiFi connected with password or Lan.
Every time it requires to update ""time and date"" manually, then only it TV will connect to internet.
Automatic date and time won't works in this TV.

I have registered a case with OnePlus support but it has been more than 3 month, not received any resolution or any updates

Very much disappointed with experience and services from one of the trusted brand One plus",1
Very bad product. Picture quality is worst. Don't buy it.,1
There is black pach coming in this TV we have done complaint but no resolution after more than a month. All this happened with 6 months not recommended at all beware.,1
"Table top mount screws were missing and now I am not able to install the TV as I want .
Also seeing connectivity issues after a month of usage. Also no Aux connectivity and a lot of videos wont work wih the optical cable.",1
Waste support from flipkart dont trust,1
nice tv,1
Product is very good. Worth of money but the installation support will be very poor by the vendor,1
Good product but remote not working and installation process too late,1
Screen mirroring not working properly. There is 40 sec delay in audio and video even after customer support. Web browsing not supported. External application will not be install.,1
Too poor quality pictures,1
"If I turn off direct TV then I turn on after some time, the TV does not turn on quickly",1
Not bad,1
Tv not working,1
Products is too good but installeshon man is very bad.,1
"Worst product. Bought this TV for mobile screening.
But it doesn't work. Frequently gets disconnected.
Getting heritated. Should have read the reviews before purchasing.",1
Very very bad,1
Product is very good. Worth of money but the installation support will be very poor by the vendor,1
Good product but remote not working and installation process too late,1
Screen mirroring not working properly. There is 40 sec delay in audio and video even after customer support. Web browsing not supported. External application will not be install.,1
Too poor quality pictures,1
"If I turn off direct TV then I turn on after some time, the TV does not turn on quickly",1
Not bad,1
Tv not working,1
Products is too good but installeshon man is very bad.,1
"Worst product. Bought this TV for mobile screening.
But it doesn't work. Frequently gets disconnected.
Getting heritated. Should have read the reviews before purchasing.",1
Very very bad,1
Tv not properly installed,1
USB not supported,1
"Supplied Product is defective not working after 24 hours, so don't buy this item",1
"Pictures quality is awesome
But after 4 month in screen a shadow line
Try to replace my tv
No response again and again
Last they are call me but after 1 month no respond
And it’s part is not coming

So please don’t choose Oneplus",1
Damage TV receive,1
Wall mount not fitted by vendor still I am waiting for installation.,1
16 days working display problem custumer care not supported 1 month problrem not resolved till not working tv waste of money,1
Really smart like one plus mobile 🙂🤣🤣🤣,1
Bad image quality and poor in connectivity and not functions not user friendly..,1
"It is a cheap TV, yes, compare its cost with LG and Sony, and so its performance is cheap.
Apps hang a lot, the screen gets blank many times and you will be needed to restart from mains.
The worst part is screencasting, its a nightmare, the video plays with hiccups, you will become frustrated.
Overall a pathetic product.",1
Picture bad quality very bad,1
"Totally waste of money picture quality wise worst and sound is also very bad service is also too poor
If anyone wish to purchase this i suggest as customer view dont think about to purchase its better to put it for other work.",1
"World no one bad quality
Don't buy this product...",1
"Restart in every 2 minutes,
Can't connect wifi , wifi disable automatic after enable it
Picture quality is also very poor

Now tv remote also stop working",1
This product is very bad so friends don't purchase 👍👍👍👍,1
Bluetooth and croma cast not working,1
"Oneplus y series ,(43ince),..... Best tv..nice. 🙂😘. 🔥",1
Pathetic one plus .. they just branding and fooling the customer and people ... don't waste your money on this one,1
"I bought this TV on 8th January 2021, next day delivery and installation was done... Kudos for service for Flipkart... The two stars are for that only...
But after that.... In just 8 days the TV started giving problems. I had connected my DTH with HDMI port. The picture of the DTH channels was distorted... I called for replacement as it was only 8 days.... The technician came next day... He did a factory reset and the DTH service started working.... He said there was problem with Ram..
Howeve...",1
Some time tv also had and remote also not working,1
Very worst display gone within a week.. Very bad experience,1
Tv is good but bad service from OnePlus....My remote is not working after one month I call care center the technician came nd check remote nd it's es found u/s but still after more than 40 days I couldn't given a new remote by OnePlus ....,1
Worst porduct I ever seen in my life. Unbearable don't buy it very thing is fault in this product. Instead of buying this local brand just we invest 5k more we could blindly go for Sony Bravia or some other good brand tv. Never and ever buy this tv plss plss plss plsssplsssplssss,1
Worst experience in One plus,1
Poor sound quality. Picture quality is not HD.,1
"Third class service from Flipkart
I personally recommend never buy any product from flipkart...",1
